gene,ocr_id,distance_to_tss
Catsper1,ImmGenATAC1219.peak_244695,2516
Catsper2,ImmGenATAC1219.peak_282445,100
Catsper3,ImmGenATAC1219.peak_130809,21023
Catsper4,ImmGenATAC1219.peak_351370,4
Catsperd,ImmGenATAC1219.peak_218332,102
Catspere1,ImmGenATAC1219.peak_32803,1483
Catspere2,ImmGenATAC1219.peak_32822,1436
Catsperg1,ImmGenATAC1219.peak_424408,427
Catsperg2,ImmGenATAC1219.peak_424571,1119
Catsperz,ImmGenATAC1219.peak_245357,785
Cav1,ImmGenATAC1219.peak_391274,85
Cav2,ImmGenATAC1219.peak_391266,102
Cav3,ImmGenATAC1219.peak_409657,1042
Cavin1,ImmGenATAC1219.peak_88865,1
Cavin2,ImmGenATAC1219.peak_6722,83
Cavin3,ImmGenATAC1219.peak_438555,53
Cavin4,ImmGenATAC1219.peak_334123,2518
Cbarp,ImmGenATAC1219.peak_54167,80
Cbfa2t2,ImmGenATAC1219.peak_290377,171
Cbfa2t3,ImmGenATAC1219.peak_472913,66
Cbfb,ImmGenATAC1219.peak_467491,110
Cbl,ImmGenATAC1219.peak_481852,59
Cblb,ImmGenATAC1219.peak_197320,32
Cblc,ImmGenATAC1219.peak_422711,52
Cblif,ImmGenATAC1219.peak_246734,2816
Cbll1,ImmGenATAC1219.peak_100317,533
Cbln1,ImmGenATAC1219.peak_464661,149
Cbln2,ImmGenATAC1219.peak_243607,195
Cbln3,ImmGenATAC1219.peak_153402,720
Cbln4,ImmGenATAC1219.peak_296101,263
Cbr1,ImmGenATAC1219.peak_202857,14
Cbr2,ImmGenATAC1219.peak_95507,1742
Cbr3,ImmGenATAC1219.peak_202873,42
Cbr4,ImmGenATAC1219.peak_459181,27
Cbs,ImmGenATAC1219.peak_212249,210
Cbwd1,ImmGenATAC1219.peak_249037,89
Cbx1,ImmGenATAC1219.peak_87277,34
Cbx2,ImmGenATAC1219.peak_94753,49
Cbx3,ImmGenATAC1219.peak_397920,422
Cbx4,ImmGenATAC1219.peak_94799,123
Cbx5,ImmGenATAC1219.peak_185508,81
Cbx6,ImmGenATAC1219.peak_178848,94
Cbx7,ImmGenATAC1219.peak_178895,163
Cbx8,ImmGenATAC1219.peak_94762,195
Cby1,ImmGenATAC1219.peak_178780,26
Cby2,ImmGenATAC1219.peak_158615,19683
Cby3,ImmGenATAC1219.peak_74990,1365
Cc2d1a,ImmGenATAC1219.peak_463791,48
Cc2d1b,ImmGenATAC1219.peak_344367,24
Cc2d2a,ImmGenATAC1219.peak_365873,24
Cc2d2b,ImmGenATAC1219.peak_252383,2043
Ccar1,ImmGenATAC1219.peak_50278,99
Ccar2,ImmGenATAC1219.peak_157130,36
Ccbe1,ImmGenATAC1219.peak_238463,8
Ccdc102a,ImmGenATAC1219.peak_466593,55
Ccdc103,ImmGenATAC1219.peak_89513,32
Ccdc105,ImmGenATAC1219.peak_53786,113
Ccdc106,ImmGenATAC1219.peak_421189,1304
Ccdc107,ImmGenATAC1219.peak_332265,36
Ccdc110,ImmGenATAC1219.peak_457333,38
Ccdc112,ImmGenATAC1219.peak_233999,39
Ccdc113,ImmGenATAC1219.peak_466875,59
Ccdc114,ImmGenATAC1219.peak_427403,30
Ccdc115,ImmGenATAC1219.peak_3476,122
Ccdc116,ImmGenATAC1219.peak_188728,66
Ccdc117,ImmGenATAC1219.peak_66927,22
Ccdc12,ImmGenATAC1219.peak_497603,60
Ccdc120,ImmGenATAC1219.peak_502219,741
Ccdc121,ImmGenATAC1219.peak_34089,57
Ccdc122,ImmGenATAC1219.peak_159159,18
Ccdc124,ImmGenATAC1219.peak_460883,2
Ccdc125,ImmGenATAC1219.peak_138643,17
Ccdc126,ImmGenATAC1219.peak_397324,80
Ccdc127,ImmGenATAC1219.peak_133899,5
Ccdc13,ImmGenATAC1219.peak_500798,18
Ccdc130,ImmGenATAC1219.peak_463856,83
Ccdc134,ImmGenATAC1219.peak_179698,2
Ccdc136,ImmGenATAC1219.peak_392794,1591
Ccdc137,ImmGenATAC1219.peak_95376,33
Ccdc138,ImmGenATAC1219.peak_48691,27
Ccdc14,ImmGenATAC1219.peak_193726,47
Ccdc141,ImmGenATAC1219.peak_275084,27
Ccdc142,ImmGenATAC1219.peak_402973,3
Ccdc144b,ImmGenATAC1219.peak_302647,4280
Ccdc146,ImmGenATAC1219.peak_360885,180
Ccdc148,ImmGenATAC1219.peak_270698,31
Ccdc149,ImmGenATAC1219.peak_366947,27
Ccdc15,ImmGenATAC1219.peak_480283,56
Ccdc150,ImmGenATAC1219.peak_7597,37
Ccdc151,ImmGenATAC1219.peak_477688,8613
Ccdc152,ImmGenATAC1219.peak_164931,381
Ccdc153,ImmGenATAC1219.peak_481861,993
Ccdc154,ImmGenATAC1219.peak_209607,13132
Ccdc157,ImmGenATAC1219.peak_66370,8
Ccdc158,ImmGenATAC1219.peak_373116,29
Ccdc159,ImmGenATAC1219.peak_477666,29
Ccdc160,ImmGenATAC1219.peak_505164,30
Ccdc162,ImmGenATAC1219.peak_46070,246
Ccdc163,ImmGenATAC1219.peak_345747,151
Ccdc166,ImmGenATAC1219.peak_177451,4548
Ccdc167,ImmGenATAC1219.peak_211611,53
Ccdc169,ImmGenATAC1219.peak_305668,55
Ccdc17,ImmGenATAC1219.peak_345709,380
Ccdc170,ImmGenATAC1219.peak_38343,553
Ccdc171,ImmGenATAC1219.peak_339096,49
Ccdc172,ImmGenATAC1219.peak_256788,135
Ccdc173,ImmGenATAC1219.peak_272943,118
Ccdc174,ImmGenATAC1219.peak_406083,89
Ccdc175,ImmGenATAC1219.peak_106224,13191
Ccdc177,ImmGenATAC1219.peak_108744,10
Ccdc178,ImmGenATAC1219.peak_229809,5048
Ccdc18,ImmGenATAC1219.peak_376776,257
Ccdc180,ImmGenATAC1219.peak_333119,46
Ccdc181,ImmGenATAC1219.peak_29141,17
Ccdc182,ImmGenATAC1219.peak_85562,175
Ccdc183,ImmGenATAC1219.peak_262937,1287
Ccdc184,ImmGenATAC1219.peak_183596,60
Ccdc185,ImmGenATAC1219.peak_34504,178
Ccdc186,ImmGenATAC1219.peak_256231,46
Ccdc187,ImmGenATAC1219.peak_263120,1015
Ccdc188,ImmGenATAC1219.peak_189072,973
Ccdc189,ImmGenATAC1219.peak_444545,36
Ccdc190,ImmGenATAC1219.peak_30537,247
Ccdc191,ImmGenATAC1219.peak_195495,92
Ccdc192,ImmGenATAC1219.peak_236193,3666
Ccdc194,ImmGenATAC1219.peak_461043,1644
Ccdc201,ImmGenATAC1219.peak_67406,2402
Ccdc22,ImmGenATAC1219.peak_502171,9
Ccdc24,ImmGenATAC1219.peak_346107,179
Ccdc25,ImmGenATAC1219.peak_156166,36
Ccdc27,ImmGenATAC1219.peak_357548,517
Ccdc28a,ImmGenATAC1219.peak_41422,17
Ccdc28b,ImmGenATAC1219.peak_349598,7
Ccdc3,ImmGenATAC1219.peak_258390,166
Ccdc30,ImmGenATAC1219.peak_346563,35
Ccdc32,ImmGenATAC1219.peak_281773,55
Ccdc33,ImmGenATAC1219.peak_485585,2541
Ccdc34,ImmGenATAC1219.peak_280236,39
Ccdc34os,ImmGenATAC1219.peak_280242,2
Ccdc38,ImmGenATAC1219.peak_57921,55
Ccdc39,ImmGenATAC1219.peak_302413,20
Ccdc40,ImmGenATAC1219.peak_94881,29
Ccdc42,ImmGenATAC1219.peak_79548,909
Ccdc42os,ImmGenATAC1219.peak_79548,830
Ccdc43,ImmGenATAC1219.peak_89469,21
Ccdc47,ImmGenATAC1219.peak_90424,134
Ccdc50,ImmGenATAC1219.peak_191608,83
Ccdc51,ImmGenATAC1219.peak_497326,44
Ccdc54,ImmGenATAC1219.peak_197094,1195
Ccdc57,ImmGenATAC1219.peak_95574,20
Ccdc58,ImmGenATAC1219.peak_194208,7999
Ccdc59,ImmGenATAC1219.peak_60652,113
Ccdc6,ImmGenATAC1219.peak_51820,47
Ccdc60,ImmGenATAC1219.peak_379384,30
Ccdc61,ImmGenATAC1219.peak_422239,120
Ccdc62,ImmGenATAC1219.peak_381816,34
Ccdc63,ImmGenATAC1219.peak_381053,42
Ccdc65,ImmGenATAC1219.peak_183741,24
Ccdc66,ImmGenATAC1219.peak_148024,49
Ccdc68,ImmGenATAC1219.peak_239567,25
Ccdc69,ImmGenATAC1219.peak_76544,25
Ccdc70,ImmGenATAC1219.peak_453289,4863
Ccdc71,ImmGenATAC1219.peak_497114,14
Ccdc71l,ImmGenATAC1219.peak_100623,105
Ccdc73,ImmGenATAC1219.peak_279678,1363
Ccdc74a,ImmGenATAC1219.peak_188877,34
Ccdc77,ImmGenATAC1219.peak_412498,0
Ccdc78,ImmGenATAC1219.peak_209800,402
Ccdc8,ImmGenATAC1219.peak_422119,79
Ccdc80,ImmGenATAC1219.peak_195912,546
Ccdc81,ImmGenATAC1219.peak_435048,528
Ccdc82,ImmGenATAC1219.peak_476083,82
Ccdc83,ImmGenATAC1219.peak_435215,325
Ccdc84,ImmGenATAC1219.peak_481947,27
Ccdc85a,ImmGenATAC1219.peak_71097,55
Ccdc85b,ImmGenATAC1219.peak_244751,15
Ccdc85c,ImmGenATAC1219.peak_115241,113
Ccdc86,ImmGenATAC1219.peak_246461,66
Ccdc87,ImmGenATAC1219.peak_244546,3
Ccdc88a,ImmGenATAC1219.peak_71167,11
Ccdc88b,ImmGenATAC1219.peak_245329,32
Ccdc88c,ImmGenATAC1219.peak_113142,136
Ccdc89,ImmGenATAC1219.peak_435268,125
Ccdc9,ImmGenATAC1219.peak_421779,827
Ccdc90b,ImmGenATAC1219.peak_435482,22
Ccdc91,ImmGenATAC1219.peak_419998,25
Ccdc92,ImmGenATAC1219.peak_382159,0
Ccdc92b,ImmGenATAC1219.peak_81266,261
Ccdc93,ImmGenATAC1219.peak_19513,45
Ccdc96,ImmGenATAC1219.peak_364579,147
Ccdc97,ImmGenATAC1219.peak_423524,13
Ccdc9b,ImmGenATAC1219.peak_281672,19
Ccer1,ImmGenATAC1219.peak_59530,3
Ccer2,ImmGenATAC1219.peak_424182,53
Cchcr1,ImmGenATAC1219.peak_213745,101
Ccin,ImmGenATAC1219.peak_332456,902
Cck,ImmGenATAC1219.peak_500668,17
Cckar,ImmGenATAC1219.peak_367439,1140
Cckbr,ImmGenATAC1219.peak_438543,159
Ccl1,ImmGenATAC1219.peak_83750,246
Ccl11,ImmGenATAC1219.peak_83727,18
Ccl12,ImmGenATAC1219.peak_83739,170
Ccl17,ImmGenATAC1219.peak_466542,267
Ccl2,ImmGenATAC1219.peak_83717,129
Ccl20,ImmGenATAC1219.peak_13503,1
Ccl21a,ImmGenATAC1219.peak_332077,86723
Ccl22,ImmGenATAC1219.peak_466507,124
Ccl24,ImmGenATAC1219.peak_384299,104
Ccl25,ImmGenATAC1219.peak_450454,1235
Ccl26,ImmGenATAC1219.peak_384291,270
Ccl27a,ImmGenATAC1219.peak_332072,34
Ccl28,ImmGenATAC1219.peak_143283,1026
Ccl3,ImmGenATAC1219.peak_84262,79
Ccl4,ImmGenATAC1219.peak_84272,78
Ccl5,ImmGenATAC1219.peak_84173,8
Ccl6,ImmGenATAC1219.peak_84216,39
Ccl7,ImmGenATAC1219.peak_83725,20
Ccl8,ImmGenATAC1219.peak_83741,856
Ccl9,ImmGenATAC1219.peak_84208,74
Ccm2,ImmGenATAC1219.peak_67264,36
Ccm2l,ImmGenATAC1219.peak_289873,54
Ccn1,ImmGenATAC1219.peak_324194,23
Ccn2,ImmGenATAC1219.peak_43249,41
Ccn3,ImmGenATAC1219.peak_172529,8
Ccn4,ImmGenATAC1219.peak_175576,110
Ccn5,ImmGenATAC1219.peak_292959,31
Ccn6,ImmGenATAC1219.peak_45169,428
Ccna1,ImmGenATAC1219.peak_305638,110
Ccna2,ImmGenATAC1219.peak_302758,815
Ccnb1,ImmGenATAC1219.peak_138678,62
Ccnb1ip1,ImmGenATAC1219.peak_151952,2980
Ccnb2,ImmGenATAC1219.peak_489248,54
Ccnb3,ImmGenATAC1219.peak_502073,6116
Ccnc,ImmGenATAC1219.peak_329727,9
Ccnd1,ImmGenATAC1219.peak_449839,1
Ccnd2,ImmGenATAC1219.peak_414485,13
Ccnd3,ImmGenATAC1219.peak_216234,40
Ccndbp1,ImmGenATAC1219.peak_282356,6
Ccne1,ImmGenATAC1219.peak_426074,128
Ccne2,ImmGenATAC1219.peak_328558,50
Ccnf,ImmGenATAC1219.peak_209309,113
Ccng1,ImmGenATAC1219.peak_73042,52
Ccng2,ImmGenATAC1219.peak_373373,14
Ccnh,ImmGenATAC1219.peak_135253,23
Ccni,ImmGenATAC1219.peak_373344,24
Ccnj,ImmGenATAC1219.peak_252411,54
Ccnjl,ImmGenATAC1219.peak_73213,1
Ccnk,ImmGenATAC1219.peak_115196,36
Ccnl1,ImmGenATAC1219.peak_307495,40
Ccnl2,ImmGenATAC1219.peak_358323,99
Ccno,ImmGenATAC1219.peak_142057,1
Ccnq,ImmGenATAC1219.peak_82772,41
Ccnt1,ImmGenATAC1219.peak_183670,144
Ccnt2,ImmGenATAC1219.peak_20365,175
Ccny,ImmGenATAC1219.peak_227750,153
Ccnyl1,ImmGenATAC1219.peak_10271,33
Ccp110,ImmGenATAC1219.peak_442189,48
Ccpg1,ImmGenATAC1219.peak_490029,67
Ccpg1os,ImmGenATAC1219.peak_490029,60
Ccr1,ImmGenATAC1219.peak_501522,11
Ccr10,ImmGenATAC1219.peak_88965,339
Ccr1l1,ImmGenATAC1219.peak_501532,381
Ccr2,ImmGenATAC1219.peak_501590,27
Ccr3,ImmGenATAC1219.peak_501549,25
Ccr4,ImmGenATAC1219.peak_498464,84
Ccr5,ImmGenATAC1219.peak_501603,82
Ccr6,ImmGenATAC1219.peak_206173,88
Ccr7,ImmGenATAC1219.peak_88365,161
Ccr8,ImmGenATAC1219.peak_500204,50
Ccr9,ImmGenATAC1219.peak_501440,34
Ccrl2,ImmGenATAC1219.peak_497809,27
Ccs,ImmGenATAC1219.peak_244546,46
Ccsap,ImmGenATAC1219.peak_473420,4182
Ccser1,ImmGenATAC1219.peak_400166,1
Ccser2,ImmGenATAC1219.peak_150116,76
Cct2,ImmGenATAC1219.peak_62378,18
Cct3,ImmGenATAC1219.peak_311223,4987
Cct4,ImmGenATAC1219.peak_70219,66
Cct5,ImmGenATAC1219.peak_168940,60
Cct6a,ImmGenATAC1219.peak_383078,65
Cct6b,ImmGenATAC1219.peak_83911,30
Cct7,ImmGenATAC1219.peak_403794,5940
Cct8,ImmGenATAC1219.peak_200985,69
Cct8l1,ImmGenATAC1219.peak_361929,5598
Ccz1,ImmGenATAC1219.peak_387063,101
Cd101,ImmGenATAC1219.peak_314281,10
Cd109,ImmGenATAC1219.peak_491241,54
Cd14,ImmGenATAC1219.peak_232185,26
Cd151,ImmGenATAC1219.peak_448594,16
Cd160,ImmGenATAC1219.peak_313298,23
Cd163,ImmGenATAC1219.peak_413485,53
Cd163l1,ImmGenATAC1219.peak_448221,1280
Cd164,ImmGenATAC1219.peak_45968,18
Cd164l2,ImmGenATAC1219.peak_350898,83
Cd177,ImmGenATAC1219.peak_423110,51
Cd180,ImmGenATAC1219.peak_139213,113
Cd19,ImmGenATAC1219.peak_444011,57
Cd1d1,ImmGenATAC1219.peak_310745,8
Cd1d2,ImmGenATAC1219.peak_310737,6
Cd2,ImmGenATAC1219.peak_314406,7
Cd200,ImmGenATAC1219.peak_196056,47
Cd200r1,ImmGenATAC1219.peak_195781,16
Cd200r2,ImmGenATAC1219.peak_195819,80
Cd200r3,ImmGenATAC1219.peak_195836,30
Cd200r4,ImmGenATAC1219.peak_195811,20
Cd207,ImmGenATAC1219.peak_403210,54
Cd209a,ImmGenATAC1219.peak_450342,40
Cd209b,ImmGenATAC1219.peak_450356,53
Cd209c,ImmGenATAC1219.peak_450359,2490
Cd209d,ImmGenATAC1219.peak_450355,89
Cd209e,ImmGenATAC1219.peak_450350,61
Cd209f,ImmGenATAC1219.peak_450375,1884
Cd209g,ImmGenATAC1219.peak_450377,163
Cd22,ImmGenATAC1219.peak_424950,10
Cd226,ImmGenATAC1219.peak_243789,36
Cd244a,ImmGenATAC1219.peak_31215,15383
Cd247,ImmGenATAC1219.peak_29696,7
Cd248,ImmGenATAC1219.peak_244609,66
Cd24a,ImmGenATAC1219.peak_46695,4
Cd27,ImmGenATAC1219.peak_413898,9
Cd274,ImmGenATAC1219.peak_249823,53
Cd276,ImmGenATAC1219.peak_485722,926
Cd28,ImmGenATAC1219.peak_9169,3
Cd2ap,ImmGenATAC1219.peak_214453,28
Cd2bp2,ImmGenATAC1219.peak_444415,6
Cd300a,ImmGenATAC1219.peak_92893,1
Cd300c,ImmGenATAC1219.peak_92931,3
Cd300c2,ImmGenATAC1219.peak_92947,21
Cd300e,ImmGenATAC1219.peak_92962,122
Cd300lb,ImmGenATAC1219.peak_92921,56
Cd300ld,ImmGenATAC1219.peak_92939,72
Cd300ld3,ImmGenATAC1219.peak_92953,1140
Cd300ld4,ImmGenATAC1219.peak_92952,9436
Cd300ld5,ImmGenATAC1219.peak_92952,9436
Cd300lf,ImmGenATAC1219.peak_93000,22
Cd300lg,ImmGenATAC1219.peak_89254,46
Cd302,ImmGenATAC1219.peak_271218,56
Cd320,ImmGenATAC1219.peak_212908,71
Cd33,ImmGenATAC1219.peak_426470,29
Cd34,ImmGenATAC1219.peak_37829,43
Cd36,ImmGenATAC1219.peak_360230,3
Cd37,ImmGenATAC1219.peak_427099,30
Cd38,ImmGenATAC1219.peak_365976,11
Cd3d,ImmGenATAC1219.peak_482196,11
Cd3e,ImmGenATAC1219.peak_482217,17
Cd3eap,ImmGenATAC1219.peak_422480,11
Cd3g,ImmGenATAC1219.peak_482195,17
Cd4,ImmGenATAC1219.peak_413718,34
Cd40,ImmGenATAC1219.peak_293398,1
Cd40lg,ImmGenATAC1219.peak_505475,86
Cd44,ImmGenATAC1219.peak_278940,115
Cd46,ImmGenATAC1219.peak_37902,124
Cd47,ImmGenATAC1219.peak_196775,96
Cd48,ImmGenATAC1219.peak_31290,34
Cd5,ImmGenATAC1219.peak_246336,8
Cd52,ImmGenATAC1219.peak_351307,33
Cd53,ImmGenATAC1219.peak_316189,9
Cd55,ImmGenATAC1219.peak_20871,68
Cd55b,ImmGenATAC1219.peak_20859,222
Cd55os,ImmGenATAC1219.peak_20859,2
Cd59a,ImmGenATAC1219.peak_279463,9
Cd59b,ImmGenATAC1219.peak_279458,1015
Cd5l,ImmGenATAC1219.peak_310859,16
Cd6,ImmGenATAC1219.peak_246398,12
Cd63,ImmGenATAC1219.peak_65906,73
Cd68,ImmGenATAC1219.peak_79951,114
Cd69,ImmGenATAC1219.peak_415384,61
Cd7,ImmGenATAC1219.peak_95628,8
Cd70,ImmGenATAC1219.peak_218567,131
Cd72,ImmGenATAC1219.peak_332232,6
Cd74,ImmGenATAC1219.peak_236800,142
Cd79a,ImmGenATAC1219.peak_423157,150
Cd79b,ImmGenATAC1219.peak_90457,33
Cd80,ImmGenATAC1219.peak_194824,49
Cd81,ImmGenATAC1219.peak_449119,4
Cd82,ImmGenATAC1219.peak_277843,486
Cd83,ImmGenATAC1219.peak_127242,49
Cd84,ImmGenATAC1219.peak_31366,15
Cd86,ImmGenATAC1219.peak_194320,3
Cd8a,ImmGenATAC1219.peak_401696,3
Cd8b1,ImmGenATAC1219.peak_401649,82
Cd9,ImmGenATAC1219.peak_414077,4
Cd93,ImmGenATAC1219.peak_288689,70
Cd96,ImmGenATAC1219.peak_196273,36
Cd99l2,ImmGenATAC1219.peak_505924,140
Cda,ImmGenATAC1219.peak_353017,23
Cdadc1,ImmGenATAC1219.peak_154158,7
Cdan1,ImmGenATAC1219.peak_282310,45
Cdc123,ImmGenATAC1219.peak_258622,85
Cdc14a,ImmGenATAC1219.peak_317888,129
Cdc14b,ImmGenATAC1219.peak_132705,102
Cdc16,ImmGenATAC1219.peak_452583,11
Cdc20,ImmGenATAC1219.peak_346333,8169
Cdc20b,ImmGenATAC1219.peak_142086,0
Cdc23,ImmGenATAC1219.peak_231478,56
Cdc25a,ImmGenATAC1219.peak_497384,206
Cdc25b,ImmGenATAC1219.peak_285139,26
Cdc25c,ImmGenATAC1219.peak_231497,132
Cdc26,ImmGenATAC1219.peak_336912,56
Cdc27,ImmGenATAC1219.peak_90029,14
Cdc34,ImmGenATAC1219.peak_53887,188
Cdc37,ImmGenATAC1219.peak_477369,3025
Cdc37l1,ImmGenATAC1219.peak_249694,23
Cdc40,ImmGenATAC1219.peak_45858,42
Cdc42,ImmGenATAC1219.peak_352637,16
Cdc42bpa,ImmGenATAC1219.peak_33405,206
Cdc42bpb,ImmGenATAC1219.peak_116298,60
Cdc42bpg,ImmGenATAC1219.peak_245156,1
Cdc42ep1,ImmGenATAC1219.peak_178480,103
Cdc42ep2,ImmGenATAC1219.peak_244991,66
Cdc42ep3,ImmGenATAC1219.peak_222808,35
Cdc42ep4,ImmGenATAC1219.peak_92491,13
Cdc42ep5,ImmGenATAC1219.peak_420845,2
Cdc42se1,ImmGenATAC1219.peak_312689,183
Cdc42se2,ImmGenATAC1219.peak_76390,19
Cdc45,ImmGenATAC1219.peak_189301,77
Cdc5l,ImmGenATAC1219.peak_215346,83
Cdc6,ImmGenATAC1219.peak_88199,414
Cdc7,ImmGenATAC1219.peak_376252,39
Cdc73,ImmGenATAC1219.peak_24393,48
Cdca2,ImmGenATAC1219.peak_156634,2810
Cdca3,ImmGenATAC1219.peak_413689,4549
Cdca4,ImmGenATAC1219.peak_116798,94
Cdca5,ImmGenATAC1219.peak_245068,96
Cdca7,ImmGenATAC1219.peak_273866,21
Cdca7l,ImmGenATAC1219.peak_118010,10
Cdca8,ImmGenATAC1219.peak_348133,41
Cdcp1,ImmGenATAC1219.peak_501255,46
Cdcp2,ImmGenATAC1219.peak_343861,561
Cdcp3,ImmGenATAC1219.peak_445582,5075
Cdh1,ImmGenATAC1219.peak_468076,28
Cdh10,ImmGenATAC1219.peak_167266,297
Cdh11,ImmGenATAC1219.peak_467088,38
Cdh12,ImmGenATAC1219.peak_167352,1956
Cdh13,ImmGenATAC1219.peak_471207,154
Cdh15,ImmGenATAC1219.peak_473006,74
Cdh16,ImmGenATAC1219.peak_467412,1147
Cdh17,ImmGenATAC1219.peak_328753,41
Cdh18,ImmGenATAC1219.peak_167372,79
Cdh19,ImmGenATAC1219.peak_18388,68565
Cdh2,ImmGenATAC1219.peak_229381,140
Cdh20,ImmGenATAC1219.peak_17491,459
Cdh22,ImmGenATAC1219.peak_293470,55
Cdh23,ImmGenATAC1219.peak_49514,659
Cdh24,ImmGenATAC1219.peak_152962,43
Cdh26,ImmGenATAC1219.peak_297331,835
Cdh3,ImmGenATAC1219.peak_468032,41
Cdh4,ImmGenATAC1219.peak_297706,24
Cdh5,ImmGenATAC1219.peak_467216,14
Cdh6,ImmGenATAC1219.peak_167158,63
Cdh7,ImmGenATAC1219.peak_18377,85826
Cdh8,ImmGenATAC1219.peak_467039,228
Cdh9,ImmGenATAC1219.peak_167245,75
Cdhr1,ImmGenATAC1219.peak_150143,59
Cdhr2,ImmGenATAC1219.peak_130407,52
Cdhr3,ImmGenATAC1219.peak_100873,867
Cdhr4,ImmGenATAC1219.peak_496955,762
Cdhr5,ImmGenATAC1219.peak_448489,60
Cdip1,ImmGenATAC1219.peak_186136,41
Cdipt,ImmGenATAC1219.peak_444282,104
Cdiptos,ImmGenATAC1219.peak_444281,240
Cdk1,ImmGenATAC1219.peak_51652,83
Cdk10,ImmGenATAC1219.peak_473230,9
Cdk11b,ImmGenATAC1219.peak_358253,5614
Cdk12,ImmGenATAC1219.peak_87885,108
Cdk13,ImmGenATAC1219.peak_121088,108
Cdk14,ImmGenATAC1219.peak_359105,364
Cdk15,ImmGenATAC1219.peak_8756,58
Cdk16,ImmGenATAC1219.peak_503663,88
Cdk17,ImmGenATAC1219.peak_57681,195
Cdk18,ImmGenATAC1219.peak_21614,103
Cdk19,ImmGenATAC1219.peak_45678,79
Cdk2,ImmGenATAC1219.peak_65826,98
Cdk20,ImmGenATAC1219.peak_132791,3048
Cdk2ap1,ImmGenATAC1219.peak_382013,73
Cdk2ap2,ImmGenATAC1219.peak_244303,95
Cdk3,ImmGenATAC1219.peak_93518,624
Cdk4,ImmGenATAC1219.peak_65102,185
Cdk5,ImmGenATAC1219.peak_361520,69
Cdk5r1,ImmGenATAC1219.peak_83406,28
Cdk5r2,ImmGenATAC1219.peak_12081,128
Cdk5rap1,ImmGenATAC1219.peak_290349,23
Cdk5rap2,ImmGenATAC1219.peak_338092,135
Cdk5rap3,ImmGenATAC1219.peak_87324,74
Cdk6,ImmGenATAC1219.peak_358598,39
Cdk7,ImmGenATAC1219.peak_138664,81
Cdk8,ImmGenATAC1219.peak_387475,125
Cdk9,ImmGenATAC1219.peak_265617,25
Cdkal1,ImmGenATAC1219.peak_123443,32
Cdkl1,ImmGenATAC1219.peak_105484,14
Cdkl2,ImmGenATAC1219.peak_372847,4
Cdkl3,ImmGenATAC1219.peak_75424,16
Cdkl4,ImmGenATAC1219.peak_223285,82
Cdkl5,ImmGenATAC1219.peak_511324,70
Cdkn1a,ImmGenATAC1219.peak_211291,273
Cdkn1b,ImmGenATAC1219.peak_416516,28
Cdkn1c,ImmGenATAC1219.peak_449262,29
Cdkn2a,ImmGenATAC1219.peak_340416,85
Cdkn2aip,ImmGenATAC1219.peak_457958,52
Cdkn2aipnl,ImmGenATAC1219.peak_75412,41
Cdkn2b,ImmGenATAC1219.peak_340428,2
Cdkn2c,ImmGenATAC1219.peak_344667,44
Cdkn2d,ImmGenATAC1219.peak_477439,10848
Cdkn3,ImmGenATAC1219.peak_151137,81
Cdnf,ImmGenATAC1219.peak_257801,151
Cdo1,ImmGenATAC1219.peak_234171,32
Cdon,ImmGenATAC1219.peak_480027,7008
Cdpf1,ImmGenATAC1219.peak_180958,77
Cdr1,ImmGenATAC1219.peak_505707,523
Cdr1os,ImmGenATAC1219.peak_505700,18417
Cdr2,ImmGenATAC1219.peak_442677,61
Cdr2l,ImmGenATAC1219.peak_93145,18
Cdrt4,ImmGenATAC1219.peak_78518,6708
Cdrt4os1,ImmGenATAC1219.peak_78528,4917
Cds1,ImmGenATAC1219.peak_374869,114
Cds2,ImmGenATAC1219.peak_285561,99
Cdsn,ImmGenATAC1219.peak_213761,1029
Cdt1,ImmGenATAC1219.peak_472842,46
Cdv3,ImmGenATAC1219.peak_495752,126
Cdx1,ImmGenATAC1219.peak_236959,109
Cdx2,ImmGenATAC1219.peak_387837,144
Cdx4,ImmGenATAC1219.peak_507977,20196
Cdyl,ImmGenATAC1219.peak_125001,2753
Cdyl2,ImmGenATAC1219.peak_470628,82
Ceacam-ps1,ImmGenATAC1219.peak_421943,9048
Ceacam1,ImmGenATAC1219.peak_423435,12
Ceacam10,ImmGenATAC1219.peak_423116,4471
Ceacam15,ImmGenATAC1219.peak_421946,1187
Ceacam16,ImmGenATAC1219.peak_422763,453
Ceacam18,ImmGenATAC1219.peak_426515,72
Ceacam19,ImmGenATAC1219.peak_422781,96
Ceacam2,ImmGenATAC1219.peak_423442,91
Ceacam20,ImmGenATAC1219.peak_422818,6347
Ceacam3,ImmGenATAC1219.peak_422168,184
Ceacam5,ImmGenATAC1219.peak_422173,57805
Ceacam9,ImmGenATAC1219.peak_421963,436
Cebpa,ImmGenATAC1219.peak_425504,87
Cebpb,ImmGenATAC1219.peak_294739,26
Cebpd,ImmGenATAC1219.peak_188449,94
Cebpe,ImmGenATAC1219.peak_152987,25
Cebpg,ImmGenATAC1219.peak_425467,65
Cebpz,ImmGenATAC1219.peak_222662,21
Cebpzos,ImmGenATAC1219.peak_222656,28
Cecr2,ImmGenATAC1219.peak_412627,27
Cel,ImmGenATAC1219.peak_264014,35
