ocr_id,gene,chrom,distance,abs_distance,correlation
ImmGenATAC1219.peak_114652,Papola,chr12,73746,73746,0.0688574245489884
ImmGenATAC1219.peak_114653,Papola,chr12,77490,77490,-0.23947281454956157
ImmGenATAC1219.peak_114654,Papola,chr12,83925,83925,0.6633527583914682
ImmGenATAC1219.peak_114655,Papola,chr12,84379,84379,-0.036335982335830824
ImmGenATAC1219.peak_114656,Papola,chr12,84767,84767,0.28015021908968496
ImmGenATAC1219.peak_114657,Papola,chr12,85205,85205,-0.4143067087507913
ImmGenATAC1219.peak_114658,Papola,chr12,88805,88805,-0.10510942941489311
ImmGenATAC1219.peak_114659,Papola,chr12,91459,91459,-0.1402620852414014
ImmGenATAC1219.peak_114660,Papola,chr12,91934,91934,-0.39908227499127935
ImmGenATAC1219.peak_114661,Papola,chr12,93689,93689,-0.25474633427017657
ImmGenATAC1219.peak_114662,Papola,chr12,96452,96452,0.0952259871665142
ImmGenATAC1219.peak_114663,Papola,chr12,99219,99219,-0.06059109570253109
ImmGenATAC1219.peak_114672,Vrk1,chr12,-119007,119007,-0.2786743971881955
ImmGenATAC1219.peak_114673,Vrk1,chr12,-115277,115277,0.2652373265164421
ImmGenATAC1219.peak_114674,Vrk1,chr12,-113102,113102,0.451040736627881
ImmGenATAC1219.peak_114675,Vrk1,chr12,-96477,96477,0.5499346554375357
ImmGenATAC1219.peak_114676,Vrk1,chr12,-95130,95130,-0.2237442636151759
ImmGenATAC1219.peak_114677,Vrk1,chr12,-94879,94879,0.1879249999857703
ImmGenATAC1219.peak_114678,Vrk1,chr12,-94040,94040,0.5625413827049522
ImmGenATAC1219.peak_114679,Vrk1,chr12,-93706,93706,0.6591517241824927
ImmGenATAC1219.peak_114680,Vrk1,chr12,-93392,93392,0.8564464401347541
ImmGenATAC1219.peak_114681,Vrk1,chr12,-90265,90265,-0.42001186918077266
ImmGenATAC1219.peak_114682,Vrk1,chr12,-88115,88115,0.3669200953401211
ImmGenATAC1219.peak_114683,Vrk1,chr12,-85336,85336,0.1747405269593256
ImmGenATAC1219.peak_114684,Vrk1,chr12,-83164,83164,0.3063754466943677
ImmGenATAC1219.peak_114685,Vrk1,chr12,-69915,69915,0.1258099176655726
ImmGenATAC1219.peak_114686,Vrk1,chr12,-68835,68835,0.745077913308725
ImmGenATAC1219.peak_114687,Vrk1,chr12,-67903,67903,0.493232766286472
ImmGenATAC1219.peak_114688,Vrk1,chr12,-67434,67434,0.4864124506522623
ImmGenATAC1219.peak_114689,Vrk1,chr12,-63679,63679,-0.2916368299064694
ImmGenATAC1219.peak_114690,Vrk1,chr12,-63415,63415,0.05260286809871709
ImmGenATAC1219.peak_114691,Vrk1,chr12,-62756,62756,0.6280953827184567
ImmGenATAC1219.peak_114692,Vrk1,chr12,-62436,62436,0.4557494221963889
ImmGenATAC1219.peak_114693,Vrk1,chr12,-59320,59320,0.9430199714036155
ImmGenATAC1219.peak_114694,Vrk1,chr12,-58233,58233,0.287164114303753
ImmGenATAC1219.peak_114695,Vrk1,chr12,-49132,49132,0.5816147530789372
ImmGenATAC1219.peak_114696,Vrk1,chr12,-48878,48878,0.31765921194421304
ImmGenATAC1219.peak_114697,Vrk1,chr12,-41979,41979,-0.2446646329702163
ImmGenATAC1219.peak_114698,Vrk1,chr12,-39650,39650,-0.2284757057157584
ImmGenATAC1219.peak_114699,Vrk1,chr12,-39032,39032,0.47576580625794035
ImmGenATAC1219.peak_114700,Vrk1,chr12,-38667,38667,-0.08613040777266158
ImmGenATAC1219.peak_114701,Vrk1,chr12,-37599,37599,0.3973335335523427
ImmGenATAC1219.peak_114702,Vrk1,chr12,-36207,36207,-0.2656275589710402
ImmGenATAC1219.peak_114703,Vrk1,chr12,-33461,33461,0.9173935259134538
ImmGenATAC1219.peak_114704,Vrk1,chr12,-28953,28953,-0.37295699101526963
ImmGenATAC1219.peak_114705,Vrk1,chr12,-26808,26808,-0.19875404811391123
ImmGenATAC1219.peak_114706,Vrk1,chr12,-25767,25767,-0.07739840429055862
ImmGenATAC1219.peak_114707,Vrk1,chr12,-22200,22200,-0.6321209194129574
ImmGenATAC1219.peak_114708,Vrk1,chr12,-21886,21886,-0.6366501596529691
ImmGenATAC1219.peak_114709,Vrk1,chr12,-20457,20457,0.3178791941892989
ImmGenATAC1219.peak_114710,Vrk1,chr12,-20113,20113,-0.5749972392039885
ImmGenATAC1219.peak_114711,Vrk1,chr12,-14247,14247,-0.32484478586474086
ImmGenATAC1219.peak_114712,Vrk1,chr12,-13895,13895,-0.28815202730809203
ImmGenATAC1219.peak_114713,Vrk1,chr12,-12202,12202,0.598027640132921
ImmGenATAC1219.peak_114714,Vrk1,chr12,-7478,7478,0.7326117466190928
ImmGenATAC1219.peak_114715,Vrk1,chr12,-6810,6810,-0.20319117344020424
ImmGenATAC1219.peak_114716,Vrk1,chr12,-5752,5752,0.15588091785923786
ImmGenATAC1219.peak_114717,Vrk1,chr12,-5295,5295,0.04546410465812903
ImmGenATAC1219.peak_114718,Vrk1,chr12,-5027,5027,0.8896337735771158
ImmGenATAC1219.peak_114719,Vrk1,chr12,-3715,3715,0.9424414510865596
ImmGenATAC1219.peak_114720,Vrk1,chr12,-3077,3077,0.9454748397045523
ImmGenATAC1219.peak_114721,Vrk1,chr12,-981,981,0.9243397213710508
ImmGenATAC1219.peak_114722,Vrk1,chr12,-324,324,0.8732156931065019
ImmGenATAC1219.peak_114723,Vrk1,chr12,-56,56,0.5963800087027761
ImmGenATAC1219.peak_114724,Vrk1,chr12,321,321,0.6525788567495969
ImmGenATAC1219.peak_114725,Vrk1,chr12,1104,1104,0.629589745113673
ImmGenATAC1219.peak_114726,Vrk1,chr12,1366,1366,0.14342786986116696
ImmGenATAC1219.peak_114727,Vrk1,chr12,1860,1860,0.8658225294627182
ImmGenATAC1219.peak_114728,Vrk1,chr12,2424,2424,0.8455008751071743
ImmGenATAC1219.peak_114729,Vrk1,chr12,3778,3778,0.916536368124277
ImmGenATAC1219.peak_114730,Vrk1,chr12,4269,4269,0.6469475668577965
ImmGenATAC1219.peak_114731,Vrk1,chr12,9092,9092,0.2638203656796921
ImmGenATAC1219.peak_114732,Vrk1,chr12,9772,9772,0.04376779489908793
ImmGenATAC1219.peak_114733,Vrk1,chr12,15490,15490,0.453258757252709
ImmGenATAC1219.peak_114734,Vrk1,chr12,25230,25230,-0.18985607061269014
ImmGenATAC1219.peak_114735,Vrk1,chr12,40882,40882,-0.35374002519646186
ImmGenATAC1219.peak_114736,Vrk1,chr12,43491,43491,-0.44917607225451134
ImmGenATAC1219.peak_114737,Vrk1,chr12,59205,59205,-0.41089338705466205
ImmGenATAC1219.peak_114738,Vrk1,chr12,61098,61098,-0.5646772769315822
ImmGenATAC1219.peak_114739,Vrk1,chr12,61736,61736,0.575500867884432
ImmGenATAC1219.peak_114740,Vrk1,chr12,63405,63405,0.5000061811597244
ImmGenATAC1219.peak_114741,Vrk1,chr12,69705,69705,-0.2966309409285407
ImmGenATAC1219.peak_114742,Vrk1,chr12,74796,74796,0.23803913261825482
ImmGenATAC1219.peak_115049,Bcl11b,chr12,-97005,97005,-0.0034553437975560026
ImmGenATAC1219.peak_115050,Bcl11b,chr12,-94772,94772,0.16615612473740715
ImmGenATAC1219.peak_115051,Bcl11b,chr12,-94415,94415,0.6645256898938955
ImmGenATAC1219.peak_115052,Bcl11b,chr12,-93954,93954,0.03941918368674725
ImmGenATAC1219.peak_115053,Bcl11b,chr12,-92089,92089,0.6240418594103604
ImmGenATAC1219.peak_115054,Bcl11b,chr12,-91148,91148,-0.09880170361090686
ImmGenATAC1219.peak_115055,Bcl11b,chr12,-87202,87202,-0.302804453270275
ImmGenATAC1219.peak_115056,Bcl11b,chr12,-84428,84428,0.3522462410023236
ImmGenATAC1219.peak_115057,Bcl11b,chr12,-83536,83536,0.2448458755135613
ImmGenATAC1219.peak_115058,Bcl11b,chr12,-83154,83154,0.9081267563020248
ImmGenATAC1219.peak_115059,Bcl11b,chr12,-82121,82121,0.4021545038641823
ImmGenATAC1219.peak_115060,Bcl11b,chr12,-81651,81651,0.49240997865501396
ImmGenATAC1219.peak_115061,Bcl11b,chr12,-80172,80172,0.8122360541000937
ImmGenATAC1219.peak_115062,Bcl11b,chr12,-79181,79181,0.952724342238399
ImmGenATAC1219.peak_115063,Bcl11b,chr12,-78539,78539,0.5140393902819245
ImmGenATAC1219.peak_115064,Bcl11b,chr12,-77204,77204,-0.0199261912782947
ImmGenATAC1219.peak_115065,Bcl11b,chr12,-75279,75279,0.795774123387743
ImmGenATAC1219.peak_115066,Bcl11b,chr12,-74605,74605,0.3357331284599066
ImmGenATAC1219.peak_115067,Bcl11b,chr12,-74342,74342,0.8011707211284534
ImmGenATAC1219.peak_115068,Bcl11b,chr12,-72658,72658,0.9102071873887252
ImmGenATAC1219.peak_115069,Bcl11b,chr12,-72181,72181,0.9273074083363919
ImmGenATAC1219.peak_115070,Bcl11b,chr12,-71727,71727,-0.06478512021059071
ImmGenATAC1219.peak_115071,Bcl11b,chr12,-69852,69852,-0.15839583304070143
ImmGenATAC1219.peak_115072,Bcl11b,chr12,-66812,66812,0.905424221101715
ImmGenATAC1219.peak_115073,Bcl11b,chr12,-66213,66213,0.07692343071641067
ImmGenATAC1219.peak_115074,Bcl11b,chr12,-63167,63167,-0.44763301076976725
ImmGenATAC1219.peak_115075,Bcl11b,chr12,-62478,62478,0.3570883883387398
ImmGenATAC1219.peak_115076,Bcl11b,chr12,-61928,61928,-0.03546039736119432
ImmGenATAC1219.peak_115077,Bcl11b,chr12,-61455,61455,-0.37179411033610626
ImmGenATAC1219.peak_115078,Bcl11b,chr12,-61067,61067,0.11396708818197371
ImmGenATAC1219.peak_115079,Bcl11b,chr12,-56608,56608,0.7871227329131653
ImmGenATAC1219.peak_115080,Bcl11b,chr12,-56148,56148,0.9039809678735177
ImmGenATAC1219.peak_115081,Bcl11b,chr12,-55048,55048,0.18066686708163
ImmGenATAC1219.peak_115082,Bcl11b,chr12,-54571,54571,-0.175473643437596
ImmGenATAC1219.peak_115083,Bcl11b,chr12,-52315,52315,-0.11805070856977382
ImmGenATAC1219.peak_115084,Bcl11b,chr12,-51890,51890,-0.24022695864023366
ImmGenATAC1219.peak_115085,Bcl11b,chr12,-50956,50956,0.5673120874903431
ImmGenATAC1219.peak_115086,Bcl11b,chr12,-50126,50126,0.8121546639115071
ImmGenATAC1219.peak_115087,Bcl11b,chr12,-49862,49862,0.7937851951302041
ImmGenATAC1219.peak_115088,Bcl11b,chr12,-49491,49491,-0.3011465180287228
ImmGenATAC1219.peak_115089,Bcl11b,chr12,-48417,48417,-0.3545267755222991
ImmGenATAC1219.peak_115090,Bcl11b,chr12,-46171,46171,-0.2535044029713905
ImmGenATAC1219.peak_115091,Bcl11b,chr12,-42824,42824,0.43814776362505187
ImmGenATAC1219.peak_115092,Bcl11b,chr12,-42170,42170,0.7003725044809203
ImmGenATAC1219.peak_115093,Bcl11b,chr12,-41335,41335,0.9450811322967927
ImmGenATAC1219.peak_115094,Bcl11b,chr12,-40248,40248,0.4529929955492705
ImmGenATAC1219.peak_115095,Bcl11b,chr12,-39816,39816,0.7800352121210484
ImmGenATAC1219.peak_115096,Bcl11b,chr12,-39073,39073,-0.11706552812074468
ImmGenATAC1219.peak_115097,Bcl11b,chr12,-38822,38822,0.9146588419793307
ImmGenATAC1219.peak_115098,Bcl11b,chr12,-38560,38560,0.9164834898424492
ImmGenATAC1219.peak_115099,Bcl11b,chr12,-33224,33224,0.8012637704056915
ImmGenATAC1219.peak_115100,Bcl11b,chr12,-32127,32127,0.8695580995080612
ImmGenATAC1219.peak_115101,Bcl11b,chr12,-31863,31863,0.9746473528314662
ImmGenATAC1219.peak_115102,Bcl11b,chr12,-30933,30933,-0.014405594186473731
ImmGenATAC1219.peak_115103,Bcl11b,chr12,-30564,30564,0.618618258901121
ImmGenATAC1219.peak_115104,Bcl11b,chr12,-28646,28646,0.259249894598502
ImmGenATAC1219.peak_115105,Bcl11b,chr12,-27742,27742,0.6956745360805491
ImmGenATAC1219.peak_115106,Bcl11b,chr12,-27450,27450,0.9133478447907033
ImmGenATAC1219.peak_115107,Bcl11b,chr12,-27105,27105,-0.13452327373745726
ImmGenATAC1219.peak_115108,Bcl11b,chr12,-26701,26701,0.9360052813162724
ImmGenATAC1219.peak_115109,Bcl11b,chr12,-26172,26172,0.630879002705102
ImmGenATAC1219.peak_115110,Bcl11b,chr12,-25631,25631,0.4098879539700399
ImmGenATAC1219.peak_115111,Bcl11b,chr12,-25076,25076,-0.19885978218678474
ImmGenATAC1219.peak_115112,Bcl11b,chr12,-22709,22709,-0.3545432230516417
ImmGenATAC1219.peak_115113,Bcl11b,chr12,-20934,20934,0.9493065652061755
ImmGenATAC1219.peak_115114,Bcl11b,chr12,-19994,19994,0.9386685609239246
ImmGenATAC1219.peak_115115,Bcl11b,chr12,-17709,17709,-0.18087156910557006
ImmGenATAC1219.peak_115116,Bcl11b,chr12,-13928,13928,0.39350355366969125
ImmGenATAC1219.peak_115117,Bcl11b,chr12,-12304,12304,0.06541370041045434
ImmGenATAC1219.peak_115118,Bcl11b,chr12,-12024,12024,-0.12685285278018274
ImmGenATAC1219.peak_115119,Bcl11b,chr12,-10164,10164,-0.04526524021616575
ImmGenATAC1219.peak_115120,Bcl11b,chr12,-9913,9913,0.32051159705721366
ImmGenATAC1219.peak_115121,Bcl11b,chr12,-8787,8787,0.26568451392063713
ImmGenATAC1219.peak_115122,Bcl11b,chr12,-7046,7046,0.9193553643683378
ImmGenATAC1219.peak_115123,Bcl11b,chr12,-5416,5416,0.8555381816996013
ImmGenATAC1219.peak_115124,Bcl11b,chr12,-4489,4489,-0.2293699597762768
ImmGenATAC1219.peak_115125,Bcl11b,chr12,-1293,1293,0.9158694542123674
ImmGenATAC1219.peak_115126,Bcl11b,chr12,-812,812,-0.11807755766956327
ImmGenATAC1219.peak_115127,Bcl11b,chr12,724,724,0.7938652005748457
ImmGenATAC1219.peak_115128,Bcl11b,chr12,1902,1902,0.8302674121798675
ImmGenATAC1219.peak_115129,Bcl11b,chr12,2622,2622,-0.0018530375738405147
ImmGenATAC1219.peak_115130,Bcl11b,chr12,2920,2920,0.6225910136900792
ImmGenATAC1219.peak_115131,Bcl11b,chr12,13052,13052,-0.28950618504708636
ImmGenATAC1219.peak_115132,Bcl11b,chr12,13367,13367,-0.15835164135492413
ImmGenATAC1219.peak_115133,Bcl11b,chr12,13621,13621,-0.4396445586306585
ImmGenATAC1219.peak_115134,Bcl11b,chr12,19939,19939,-0.48204178102008094
ImmGenATAC1219.peak_115135,Bcl11b,chr12,32275,32275,0.26926164817270865
ImmGenATAC1219.peak_115136,Bcl11b,chr12,32806,32806,0.2525274657204211
ImmGenATAC1219.peak_115137,Bcl11b,chr12,38369,38369,-0.6490112573892333
ImmGenATAC1219.peak_115138,Bcl11b,chr12,38720,38720,-0.6386900309049289
ImmGenATAC1219.peak_115139,Bcl11b,chr12,43990,43990,-0.4739233244495555
ImmGenATAC1219.peak_115140,Bcl11b,chr12,45368,45368,-0.1816383140748045
ImmGenATAC1219.peak_115141,Bcl11b,chr12,45635,45635,-0.3992985944194786
ImmGenATAC1219.peak_115142,Bcl11b,chr12,46034,46034,0.5420997430651757
ImmGenATAC1219.peak_115143,Bcl11b,chr12,46330,46330,0.31170833734118664
ImmGenATAC1219.peak_115144,Bcl11b,chr12,47771,47771,-0.24951241995882364
ImmGenATAC1219.peak_115145,Bcl11b,chr12,49829,49829,-0.4546458136932498
ImmGenATAC1219.peak_115146,Bcl11b,chr12,50628,50628,-0.34685214724703073
ImmGenATAC1219.peak_115147,Bcl11b,chr12,51373,51373,-0.805882841108718
ImmGenATAC1219.peak_115148,Bcl11b,chr12,53061,53061,-0.2506199513300618
ImmGenATAC1219.peak_115149,Bcl11b,chr12,53476,53476,0.14514038081388103
ImmGenATAC1219.peak_115150,Bcl11b,chr12,54506,54506,0.21395988695671056
ImmGenATAC1219.peak_115151,Bcl11b,chr12,66136,66136,0.031031835452384037
ImmGenATAC1219.peak_115152,Bcl11b,chr12,67101,67101,0.28150015255414534
ImmGenATAC1219.peak_115153,Bcl11b,chr12,67499,67499,0.1663285384058205
ImmGenATAC1219.peak_115154,Bcl11b,chr12,70545,70545,-0.1863444930691494
ImmGenATAC1219.peak_115155,Bcl11b,chr12,71054,71054,-0.6449972308255119
ImmGenATAC1219.peak_115156,Bcl11b,chr12,73164,73164,-0.07567529202364429
ImmGenATAC1219.peak_115157,Bcl11b,chr12,74901,74901,-0.4111391396033893
ImmGenATAC1219.peak_115302,Eml1,chr12,26084,26084,-0.42952640721281327
ImmGenATAC1219.peak_115303,Eml1,chr12,32919,32919,-0.4009545637870176
ImmGenATAC1219.peak_115304,Eml1,chr12,34052,34052,0.04703380841010774
ImmGenATAC1219.peak_115305,Eml1,chr12,37928,37928,-0.36235689532327486
ImmGenATAC1219.peak_115306,Eml1,chr12,39555,39555,-0.17100569876012003
ImmGenATAC1219.peak_115307,Eml1,chr12,41739,41739,-0.3099328291223903
ImmGenATAC1219.peak_115308,Eml1,chr12,42069,42069,-0.24554197802739045
ImmGenATAC1219.peak_115309,Eml1,chr12,42999,42999,-0.308370256212724
ImmGenATAC1219.peak_115310,Eml1,chr12,43310,43310,-0.31017917265048917
ImmGenATAC1219.peak_115556,Begain,chr12,-73377,73377,0.052373035747368644
ImmGenATAC1219.peak_115557,Begain,chr12,-71818,71818,0.48021017594712107
ImmGenATAC1219.peak_115558,Begain,chr12,-70021,70021,-0.2637423719525764
ImmGenATAC1219.peak_115559,Begain,chr12,-63807,63807,0.22160561862175637
ImmGenATAC1219.peak_115560,Begain,chr12,-62455,62455,-0.20522730371442105
ImmGenATAC1219.peak_115561,Begain,chr12,-59817,59817,0.12632668670338723
ImmGenATAC1219.peak_115562,Begain,chr12,-59561,59561,0.2471824070321455
ImmGenATAC1219.peak_115563,Begain,chr12,-49361,49361,-0.29906132380970063
ImmGenATAC1219.peak_115564,Begain,chr12,-46129,46129,0.5221718275797799
ImmGenATAC1219.peak_115565,Begain,chr12,-44262,44262,0.3703613876534007
ImmGenATAC1219.peak_115566,Begain,chr12,-39997,39997,0.18186372967234965
ImmGenATAC1219.peak_115567,Begain,chr12,-34739,34739,0.33521012121028176
ImmGenATAC1219.peak_115568,Begain,chr12,-34109,34109,0.6359920184909393
ImmGenATAC1219.peak_115569,Begain,chr12,-26622,26622,-0.17063848119755096
ImmGenATAC1219.peak_115570,Begain,chr12,-23542,23542,0.21605872676506863
ImmGenATAC1219.peak_115571,Begain,chr12,-18368,18368,0.4678316649903318
ImmGenATAC1219.peak_115572,Begain,chr12,-15728,15728,0.26265926904553344
ImmGenATAC1219.peak_115573,Begain,chr12,-15150,15150,-0.11411895192826986
ImmGenATAC1219.peak_115574,Begain,chr12,-14656,14656,-0.01342352356115565
ImmGenATAC1219.peak_115575,Begain,chr12,-14398,14398,-0.388539029316037
ImmGenATAC1219.peak_115576,Begain,chr12,-12036,12036,0.26203394645200534
ImmGenATAC1219.peak_115577,Begain,chr12,-11202,11202,-0.10447357349995912
ImmGenATAC1219.peak_115578,Begain,chr12,-10325,10325,0.3597317345602347
ImmGenATAC1219.peak_115579,Begain,chr12,-10070,10070,0.013066069876151505
ImmGenATAC1219.peak_115580,Begain,chr12,-431,431,-0.19840706828906868
ImmGenATAC1219.peak_115581,Begain,chr12,-157,157,-0.14686204963835006
ImmGenATAC1219.peak_115582,Begain,chr12,114,114,-0.38938426412038224
ImmGenATAC1219.peak_115583,Begain,chr12,1718,1718,0.589786571212598
ImmGenATAC1219.peak_115584,Begain,chr12,3223,3223,0.3757409852225353
ImmGenATAC1219.peak_115585,Begain,chr12,3528,3528,0.5664510970529024
ImmGenATAC1219.peak_115586,Begain,chr12,3894,3894,-0.25898863183830306
ImmGenATAC1219.peak_115587,Begain,chr12,5278,5278,-0.25739352122000014
ImmGenATAC1219.peak_115588,Begain,chr12,6078,6078,0.5099062173761874
ImmGenATAC1219.peak_115589,Begain,chr12,6399,6399,-0.1726106416672004
ImmGenATAC1219.peak_115590,Begain,chr12,6907,6907,-0.39356545872149
ImmGenATAC1219.peak_115591,Begain,chr12,16994,16994,-0.04129412626638943
ImmGenATAC1219.peak_115592,Begain,chr12,17592,17592,-0.03060631183306049
ImmGenATAC1219.peak_115593,Begain,chr12,22032,22032,0.3232638274591548
ImmGenATAC1219.peak_115594,Begain,chr12,22431,22431,-0.4023722819087615
ImmGenATAC1219.peak_115595,Begain,chr12,22718,22718,0.1445360514677037
ImmGenATAC1219.peak_115596,Begain,chr12,24965,24965,-0.27719443189767873
ImmGenATAC1219.peak_115597,Begain,chr12,29698,29698,-0.38166895095082887
ImmGenATAC1219.peak_115598,Begain,chr12,32338,32338,-0.5552234131094279
ImmGenATAC1219.peak_115599,Begain,chr12,41588,41588,-0.3324789377766378
ImmGenATAC1219.peak_115600,Begain,chr12,42502,42502,-0.048458139105858875
ImmGenATAC1219.peak_115601,Begain,chr12,43077,43077,0.098468794040155
ImmGenATAC1219.peak_115602,Begain,chr12,43707,43707,0.2962404780924434
ImmGenATAC1219.peak_115603,Begain,chr12,46283,46283,-0.1289384275474344
ImmGenATAC1219.peak_115604,Begain,chr12,60008,60008,-0.29977465841267564
ImmGenATAC1219.peak_115605,Begain,chr12,65578,65578,0.7140076636385961
ImmGenATAC1219.peak_115606,Begain,chr12,73044,73044,0.6641459889753586
ImmGenATAC1219.peak_115607,Begain,chr12,75540,75540,-0.22816259571675482
ImmGenATAC1219.peak_115858,Ppp2r5c,chr12,-105156,105156,0.7207213724030987
ImmGenATAC1219.peak_115859,Ppp2r5c,chr12,-104548,104548,0.10048249942039157
ImmGenATAC1219.peak_115860,Ppp2r5c,chr12,-104267,104267,0.19070770556809302
ImmGenATAC1219.peak_115861,Ppp2r5c,chr12,-103688,103688,-0.1704147131809398
ImmGenATAC1219.peak_115862,Ppp2r5c,chr12,-102119,102119,0.5366434173541204
ImmGenATAC1219.peak_115863,Ppp2r5c,chr12,-96183,96183,0.48246655265984856
ImmGenATAC1219.peak_115864,Ppp2r5c,chr12,-92048,92048,0.6082215190747114
ImmGenATAC1219.peak_115865,Ppp2r5c,chr12,-87173,87173,-0.4862573064181295
ImmGenATAC1219.peak_115866,Ppp2r5c,chr12,-86883,86883,0.20055648841230597
ImmGenATAC1219.peak_115867,Ppp2r5c,chr12,-72243,72243,0.20450210548464473
ImmGenATAC1219.peak_115868,Ppp2r5c,chr12,-69361,69361,-0.24145713984868147
ImmGenATAC1219.peak_115869,Ppp2r5c,chr12,-68643,68643,0.2588163164445842
ImmGenATAC1219.peak_115870,Ppp2r5c,chr12,-68280,68280,-0.021015278704614622
ImmGenATAC1219.peak_115871,Ppp2r5c,chr12,-67673,67673,-0.5231475041069753
ImmGenATAC1219.peak_115872,Ppp2r5c,chr12,-67038,67038,-0.1092880277250993
ImmGenATAC1219.peak_115873,Ppp2r5c,chr12,-65760,65760,0.4311009724487782
ImmGenATAC1219.peak_115874,Ppp2r5c,chr12,-64200,64200,0.15493401752857072
ImmGenATAC1219.peak_115875,Ppp2r5c,chr12,-61603,61603,-0.17822018045330587
ImmGenATAC1219.peak_115876,Ppp2r5c,chr12,-57620,57620,-0.3005750909828246
ImmGenATAC1219.peak_115877,Ppp2r5c,chr12,-56032,56032,0.3711284340055597
ImmGenATAC1219.peak_115878,Ppp2r5c,chr12,-49158,49158,0.12268071222319159
ImmGenATAC1219.peak_115879,Ppp2r5c,chr12,-48874,48874,-0.00539732186653991
ImmGenATAC1219.peak_115880,Ppp2r5c,chr12,-48308,48308,0.023538956550656416
ImmGenATAC1219.peak_115881,Ppp2r5c,chr12,-47871,47871,-0.13353977317542784
ImmGenATAC1219.peak_115882,Ppp2r5c,chr12,-47247,47247,-0.2531863130214249
ImmGenATAC1219.peak_115883,Ppp2r5c,chr12,-41878,41878,-0.15245780802004003
ImmGenATAC1219.peak_115884,Ppp2r5c,chr12,-39296,39296,0.4774701903588018
ImmGenATAC1219.peak_115885,Ppp2r5c,chr12,-38770,38770,0.3714132818753779
ImmGenATAC1219.peak_115886,Ppp2r5c,chr12,-38237,38237,0.11020515836306964
ImmGenATAC1219.peak_115887,Ppp2r5c,chr12,-31388,31388,0.11168992059442491
ImmGenATAC1219.peak_115888,Ppp2r5c,chr12,-31121,31121,-0.2061252766639613
ImmGenATAC1219.peak_115889,Ppp2r5c,chr12,-27159,27159,-0.20414168736292537
ImmGenATAC1219.peak_115890,Ppp2r5c,chr12,-26877,26877,0.11108089365060884
ImmGenATAC1219.peak_115891,Ppp2r5c,chr12,-25524,25524,0.20113163034718037
ImmGenATAC1219.peak_115892,Ppp2r5c,chr12,-25170,25170,-0.404274596746574
ImmGenATAC1219.peak_115893,Ppp2r5c,chr12,-21938,21938,-0.49540073383832495
ImmGenATAC1219.peak_115894,Ppp2r5c,chr12,-20735,20735,0.3582618771420047
ImmGenATAC1219.peak_115895,Ppp2r5c,chr12,-18691,18691,0.5040167880289822
ImmGenATAC1219.peak_115896,Ppp2r5c,chr12,-13335,13335,0.026159724608654213
ImmGenATAC1219.peak_115897,Ppp2r5c,chr12,-11285,11285,0.03163921915237077
ImmGenATAC1219.peak_115898,Ppp2r5c,chr12,-9453,9453,0.3522964665441372
ImmGenATAC1219.peak_115899,Ppp2r5c,chr12,-7736,7736,-0.2950430920939995
ImmGenATAC1219.peak_115900,Ppp2r5c,chr12,-7130,7130,0.5269444972198718
ImmGenATAC1219.peak_115901,Ppp2r5c,chr12,-6759,6759,0.27977327831862425
ImmGenATAC1219.peak_115902,Ppp2r5c,chr12,-5929,5929,-0.21745700608879112
ImmGenATAC1219.peak_115903,Ppp2r5c,chr12,-4979,4979,0.37439129813596167
ImmGenATAC1219.peak_115904,Ppp2r5c,chr12,-1877,1877,-0.057033091345328454
ImmGenATAC1219.peak_115905,Ppp2r5c,chr12,-387,387,0.05768549849349246
ImmGenATAC1219.peak_115906,Ppp2r5c,chr12,-70,70,0.45323620992892505
ImmGenATAC1219.peak_115907,Ppp2r5c,chr12,214,214,0.6122882997864095
ImmGenATAC1219.peak_115908,Ppp2r5c,chr12,466,466,0.6834380030562578
ImmGenATAC1219.peak_115909,Ppp2r5c,chr12,1283,1283,-0.0898237578720002
ImmGenATAC1219.peak_115910,Ppp2r5c,chr12,2950,2950,-0.47958988133754454
ImmGenATAC1219.peak_116601,Kif26a,chr12,85553,85553,-0.3996764325780703
ImmGenATAC1219.peak_116602,Kif26a,chr12,88201,88201,-0.11481385171880709
ImmGenATAC1219.peak_116603,Kif26a,chr12,95189,95189,-0.367019810526116
ImmGenATAC1219.peak_116604,Kif26a,chr12,95841,95841,-0.42003099251210263
ImmGenATAC1219.peak_117004,Tmem121,chr12,80903,80903,0.02080974411449698
ImmGenATAC1219.peak_117005,Tmem121,chr12,81488,81488,0.004609784011279471
ImmGenATAC1219.peak_117006,Tmem121,chr12,89401,89401,-0.34951731541486597
ImmGenATAC1219.peak_117007,Tmem121,chr12,90035,90035,-0.2280453692007258
ImmGenATAC1219.peak_117008,Tmem121,chr12,90627,90627,0.04789217551465993
ImmGenATAC1219.peak_117009,Tmem121,chr12,90912,90912,0.036199952610440934
ImmGenATAC1219.peak_117010,Tmem121,chr12,91623,91623,-0.360925401525395
ImmGenATAC1219.peak_117011,Tmem121,chr12,92055,92055,0.7686328716554404
ImmGenATAC1219.peak_117012,Tmem121,chr12,92321,92321,0.3560880468019311
ImmGenATAC1219.peak_117013,Tmem121,chr12,96319,96319,-0.2701966389072405
ImmGenATAC1219.peak_117014,Tmem121,chr12,99495,99495,-0.26738647746111244
ImmGenATAC1219.peak_117042,Adam6b,chr12,-96822,96822,0.4150164092905447
